Station,Year,Month,Days_Available,Rainfall_Total,Rainfall_Days,Max_Daily_Rain,Temperature_Mean,Max_Temperature,Min_Temperature,Humidity_Mean,Sunshine_Mean,Season,Latitude,Longitude,Ra_MJ_m2_day,Days_in_Month,PET_mm_day,PET_mm_month,Water_Balance
Ambaganctg,2009,7,31,1025.0,21,144.0,27.890322580645165,30.2,26.0,86.41935483870968,4.380645161290323,Monsoon,22.2637,91.7159,39.59975725989314,31,3.479600562171097,107.867617427304,917.132382572696
Ambaganctg,2009,8,31,569.0,25,148.0,28.10322580645161,30.1,24.9,86.96774193548387,3.6225806451612903,Monsoon,22.2637,91.7159,38.18532359054605,31,3.750847027070539,116.27625783918671,452.7237421608133
Ambaganctg,2009,9,30,261.0,18,91.0,28.453333333333337,30.9,26.2,84.16666666666667,4.966666666666667,Monsoon,22.2637,91.7159,35.08019316159994,30,3.3009727605944232,99.02918281783269,161.9708171821673
Ambaganctg,2009,10,31,321.0,11,100.0,27.28064516129032,29.4,25.4,81.64516129032258,7.23225806451613,Post-Monsoon,22.2637,91.7159,30.540062462144146,31,2.583913901530987,80.1013309474606,240.8986690525394
Ambaganctg,2009,11,30,39.0,3,20.0,24.829999999999995,28.3,20.4,76.43333333333334,7.846666666666668,Post-Monsoon,22.2637,91.7159,26.25898915152657,30,2.952533821329255,88.57601463987766,-49.576014639877656
Ambaganctg,2009,12,31,0.0,0,0.0,20.461290322580645,22.9,17.5,74.38709677419355,7.903225806451614,Winter,22.2637,91.7159,24.301140799275604,31,2.027548038977254,62.853989208294884,-62.853989208294884
Ambaganctg,2010,1,31,0.0,0,0.0,19.280645161290323,21.4,16.5,70.74193548387096,7.732258064516129,Winter,22.2637,91.7159,25.580449429696344,31,1.9703414393946272,61.08058462123344,-61.08058462123344
Ambaganctg,2010,2,28,9.0,1,9.0,22.917857142857144,25.9,19.8,59.85714285714285,8.55,Winter,22.2637,91.7159,29.585699555367754,28,2.7920273845950083,78.17676676866023,-69.17676676866023
Ambaganctg,2010,3,31,50.0,2,43.0,27.63225806451613,29.7,25.5,69.35483870967742,7.564516129032257,Pre-Monsoon,22.2637,91.7159,34.38556122468323,31,3.0043676981037666,93.13539864121677,-43.13539864121677
Ambaganctg,2010,4,30,50.0,5,36.0,29.55,30.7,28.6,76.43333333333334,7.746666666666665,Pre-Monsoon,22.2637,91.7159,37.95968039886833,30,2.4442193450338863,73.32658035101659,-23.326580351016588
Ambaganctg,2010,5,31,282.0,15,41.0,29.232258064516127,31.5,25.1,78.25806451612904,6.508064516129032,Pre-Monsoon,22.2637,91.7159,39.627832876604735,31,4.424601263416293,137.1626391659051,144.8373608340949
Ambaganctg,2010,6,30,916.0,20,273.0,28.543333333333333,31.1,25.7,86.1,3.993333333333333,Monsoon,22.2637,91.7159,39.984727896443296,30,4.040790104584259,121.22370313752776,794.7762968624722
Ambaganctg,2010,7,31,245.0,18,86.0,28.812903225806444,30.4,25.9,82.74193548387096,4.885483870967741,Monsoon,22.2637,91.7159,39.59975725989314,31,3.674454999698119,113.90810499064169,131.09189500935832
Ambaganctg,2010,8,31,384.0,23,49.0,28.59354838709677,30.2,26.6,84.16129032258064,5.248387096774194,Monsoon,22.2637,91.7159,38.18532359054605,31,3.154229690014603,97.7811203904527,286.2188796095473
Ambaganctg,2010,9,30,86.0,14,19.0,28.57,30.1,26.6,82.86666666666666,6.093333333333333,Monsoon,22.2637,91.7159,35.08019316159994,30,2.855755969094706,85.67267907284118,0.3273209271588229
Ambaganctg,2010,10,31,301.0,11,110.0,28.251612903225805,30.8,24.7,83.48387096774194,6.583870967741937,Post-Monsoon,22.2637,91.7159,30.540062462144146,31,3.2596253228772563,101.04838500919494,199.95161499080507
Ambaganctg,2010,11,30,52.0,1,52.0,25.39,28.7,22.3,78.93333333333334,8.353333333333333,Post-Monsoon,22.2637,91.7159,26.25898915152657,30,2.692397594774574,80.77192784323722,-28.771927843237222
Ambaganctg,2010,12,31,22.0,2,17.0,20.967741935483872,25.9,18.2,74.90322580645162,7.693548387096774,Winter,22.2637,91.7159,24.301140799275604,31,2.453186291965399,76.04877505092738,-54.048775050927375
Ambaganctg,2011,1,31,0.0,0,0.0,18.99032258064516,22.8,14.5,67.41935483870968,7.380645161290322,Winter,22.2637,91.7159,25.580449429696344,31,2.544302891680096,78.87338964208298,-78.87338964208298
Ambaganctg,2011,2,28,0.0,0,0.0,22.65714285714285,26.3,20.1,66.57142857142857,8.167857142857141,Winter,22.2637,91.7159,29.585699555367754,28,2.7967966806049334,78.31030705693813,-78.31030705693813
Ambaganctg,2011,3,31,35.0,3,20.0,25.967741935483872,27.7,24.2,69.58064516129032,7.674193548387097,Pre-Monsoon,22.2637,91.7159,34.38556122468323,31,2.6421184237035416,81.9056711348098,-46.90567113480979
Ambaganctg,2011,4,30,117.0,8,37.0,27.80333333333333,30.3,25.5,76.96666666666667,7.22,Pre-Monsoon,22.2637,91.7159,37.95968039886833,30,3.5589980758464344,106.76994227539303,10.230057724606965
Ambaganctg,2011,5,31,355.0,17,80.0,28.674193548387095,31.0,25.6,79.61290322580645,6.535483870967742,Pre-Monsoon,22.2637,91.7159,39.627832876604735,31,4.016031070502669,124.49696318558276,230.50303681441724
Ambaganctg,2011,6,30,454.0,18,67.0,28.22666666666667,30.6,26.1,85.56666666666666,4.076666666666667,Monsoon,22.2637,91.7159,39.984727896443296,30,3.66351458234205,109.90543747026149,344.0945625297385
Ambaganctg,2011,7,31,613.0,23,119.0,28.35483870967742,30.0,25.9,84.87096774193549,5.390322580645161,Monsoon,22.2637,91.7159,39.59975725989314,31,3.4728792938458657,107.65925810922184,505.3407418907782
Ambaganctg,2011,8,31,770.0,24,105.0,27.645161290322577,29.5,25.1,88.2258064516129,3.7,Monsoon,22.2637,91.7159,38.18532359054605,31,3.415847407943023,105.89126964623372,664.1087303537663
Ambaganctg,2011,9,30,740.0,18,177.0,27.903333333333325,30.5,25.2,86.3,5.1033333333333335,Monsoon,22.2637,91.7159,35.08019316159994,30,3.4636642419550077,103.90992725865023,636.0900727413498
Ambaganctg,2011,10,31,66.0,10,20.0,27.57096774193549,29.8,24.8,82.74193548387096,6.84516129032258,Post-Monsoon,22.2637,91.7159,30.540062462144146,31,2.907508311598882,90.13275765956533,-24.13275765956533
Ambaganctg,2011,11,30,0.0,0,0.0,23.76333333333333,24.6,21.4,77.53333333333333,8.396666666666667,Post-Monsoon,22.2637,91.7159,26.25898915152657,30,1.832109228288862,54.96327684866586,-54.96327684866586
Ambaganctg,2011,12,31,0.0,0,0.0,20.196774193548386,24.1,14.2,81.80645161290323,5.87741935483871,Winter,22.2637,91.7159,24.301140799275604,31,2.7263335379635447,84.51633967686989,-84.51633967686989
Ambaganctg,2012,1,31,0.0,0,0.0,20.01935483870968,22.3,16.0,74.93548387096774,6.725806451612902,Winter,22.2637,91.7159,25.580449429696344,31,2.2786654120563603,70.63862777374717,-70.63862777374717
Ambaganctg,2012,2,29,0.0,0,0.0,22.893103448275863,26.0,19.3,64.75862068965517,8.6,Winter,22.2637,91.7159,29.585699555367754,29,2.92434128518991,84.80589727050739,-84.80589727050739
Ambaganctg,2012,3,31,31.0,3,12.0,26.635483870967743,28.7,22.9,77.2258064516129,7.429032258064518,Pre-Monsoon,22.2637,91.7159,34.38556122468323,31,3.453091024738027,107.04582176687883,-76.04582176687883
Ambaganctg,2012,4,30,231.0,13,74.0,27.56,29.9,23.3,82.56666666666666,6.716666666666667,Pre-Monsoon,22.2637,91.7159,37.95968039886833,30,4.15102701698523,124.5308105095569,106.4691894904431
Ambaganctg,2012,5,31,114.0,9,32.0,29.48387096774194,31.6,24.2,79.74193548387096,7.861290322580644,Pre-Monsoon,22.2637,91.7159,39.627832876604735,31,4.783185295022066,148.27874414568404,-34.278744145684044
Ambaganctg,2012,6,30,1268.0,17,438.0,28.50333333333333,31.2,24.2,87.43333333333334,4.069999999999999,Monsoon,22.2637,91.7159,39.984727896443296,30,4.596670997310591,137.90012991931772,1130.0998700806822
Ambaganctg,2012,7,31,662.0,23,163.0,27.76774193548387,29.9,26.1,88.6774193548387,3.190322580645161,Monsoon,22.2637,91.7159,39.59975725989314,31,3.300880706658872,102.32730190642503,559.6726980935749
Ambaganctg,2012,8,31,300.0,21,45.0,28.35161290322581,29.6,25.3,85.19354838709677,5.606451612903226,Monsoon,22.2637,91.7159,38.18532359054605,31,3.429300837033691,106.30832594804441,193.6916740519556
Ambaganctg,2012,9,30,221.0,13,89.0,28.703333333333333,30.8,26.7,82.56666666666666,5.843333333333335,Monsoon,22.2637,91.7159,35.08019316159994,30,3.0997451382629997,92.99235414788998,128.00764585211002
